"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","Accuracy","AIC","Converged"
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,403.638737469672,1
0.945,0.935,0.935643564356436,0.944444444444444,0.935643564356436,0.945,0.940298507462687,0.5,0.4725,0.505,0.94,0.94,302.268716825448,1
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.5,0.4475,0.5,0.895,0.895,381.673395947865,1
0.89,0.865,0.868292682926829,0.887179487179487,0.868292682926829,0.89,0.879012345679012,0.5,0.445,0.5125,0.8775,0.8775,400.561283574142,1
0.895,0.9,0.899497487437186,0.895522388059702,0.899497487437186,0.895,0.897243107769424,0.5,0.4475,0.4975,0.8975,0.8975,418.100113482407,1
0.895,0.885,0.886138613861386,0.893939393939394,0.886138613861386,0.895,0.890547263681592,0.5,0.4475,0.505,0.89,0.89,404.067151269797,1
0.91,0.915,0.914572864321608,0.91044776119403,0.914572864321608,0.91,0.912280701754386,0.5,0.455,0.4975,0.9125,0.9125,391.280411275139,1
0.92,0.9,0.901960784313726,0.918367346938776,0.901960784313726,0.92,0.910891089108911,0.5,0.46,0.51,0.91,0.91,370.767376615398,1
0.915,0.88,0.884057971014493,0.911917098445596,0.884057971014493,0.915,0.899262899262899,0.5,0.4575,0.5175,0.8975,0.8975,390.814851154871,1
0.905,0.915,0.914141414141414,0.905940594059406,0.914141414141414,0.905,0.909547738693467,0.5,0.4525,0.495,0.91,0.91,370.20850653927,1
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.5,0.455,0.5,0.91,0.91,402.860860289983,1
0.965,0.97,0.969849246231156,0.965174129353234,0.969849246231156,0.965,0.967418546365915,0.5,0.4825,0.4975,0.9675,0.9675,277.919508034025,1
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.5,0.465,0.5,0.93,0.93,349.718991070176,1
0.905,0.925,0.923469387755102,0.906862745098039,0.923469387755102,0.905,0.914141414141414,0.5,0.4525,0.49,0.915,0.915,354.798927738945,1
0.94,0.91,0.912621359223301,0.938144329896907,0.912621359223301,0.94,0.926108374384236,0.5,0.47,0.515,0.925,0.925,339.8801837922,1
0.865,0.86,0.860696517412935,0.864321608040201,0.860696517412935,0.865,0.86284289276808,0.5,0.4325,0.5025,0.8625,0.8625,425.802844318179,1
0.905,0.91,0.909547738693467,0.90547263681592,0.909547738693467,0.905,0.907268170426065,0.5,0.4525,0.4975,0.9075,0.9075,384.291442739704,1
0.875,0.865,0.866336633663366,0.873737373737374,0.866336633663366,0.875,0.870646766169154,0.5,0.4375,0.505,0.87,0.87,424.354193665647,1
0.915,0.875,0.879807692307692,0.911458333333333,0.879807692307692,0.915,0.897058823529412,0.5,0.4575,0.52,0.895,0.895,425.012575000426,1
0.95,0.915,0.917874396135266,0.948186528497409,0.917874396135266,0.95,0.933660933660934,0.5,0.475,0.5175,0.9325,0.9325,331.987031155841,1
0.875,0.885,0.883838383838384,0.876237623762376,0.883838383838384,0.875,0.879396984924623,0.5,0.4375,0.495,0.88,0.88,406.856358401586,1
0.83,0.95,0.943181818181818,0.848214285714286,0.943181818181818,0.83,0.882978723404255,0.5,0.415,0.44,0.89,0.89,3355.84149824231,0
0.935,0.865,0.873831775700935,0.93010752688172,0.873831775700935,0.935,0.903381642512077,0.5,0.4675,0.535,0.9,0.9,408.834910626823,1
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.5,0.4625,0.5,0.925,0.925,372.889078467134,1
0.92,0.89,0.893203883495146,0.917525773195876,0.893203883495146,0.92,0.9064039408867,0.5,0.46,0.515,0.905,0.905,378.567595790623,1
0.955,0.915,0.918269230769231,0.953125,0.918269230769231,0.955,0.936274509803922,0.5,0.4775,0.52,0.935,0.935,344.182696504806,1
0.965,0.955,0.955445544554455,0.964646464646465,0.955445544554455,0.965,0.960199004975124,0.5,0.4825,0.505,0.96,0.96,298.745147379735,1
0.91,0.85,0.858490566037736,0.904255319148936,0.858490566037736,0.91,0.883495145631068,0.5,0.455,0.53,0.88,0.88,433.225251860009,1
0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.5,0.435,0.5,0.87,0.87,408.78070018373,1
0.905,0.87,0.8743961352657,0.901554404145078,0.8743961352657,0.905,0.889434889434889,0.5,0.4525,0.5175,0.8875,0.8875,419.030926970395,1
0.92,0.9,0.901960784313726,0.918367346938776,0.901960784313726,0.92,0.910891089108911,0.5,0.46,0.51,0.91,0.91,385.438287943636,1
0.89,0.87,0.872549019607843,0.887755102040816,0.872549019607843,0.89,0.881188118811881,0.5,0.445,0.51,0.88,0.88,418.493787190062,1
0.885,0.865,0.867647058823529,0.88265306122449,0.867647058823529,0.885,0.876237623762376,0.5,0.4425,0.51,0.875,0.875,401.282667880909,1
0.905,0.88,0.882926829268293,0.902564102564103,0.882926829268293,0.905,0.893827160493827,0.5,0.4525,0.5125,0.8925,0.8925,407.209407416537,1
0.925,0.92,0.920398009950249,0.924623115577889,0.920398009950249,0.925,0.922693266832918,0.5,0.4625,0.5025,0.9225,0.9225,367.450516456513,1
0.89,0.85,0.855769230769231,0.885416666666667,0.855769230769231,0.89,0.872549019607843,0.5,0.445,0.52,0.87,0.87,445.41688355229,1
0.855,0.88,0.876923076923077,0.858536585365854,0.876923076923077,0.855,0.865822784810127,0.5,0.4275,0.4875,0.8675,0.8675,434.559921914,1
0.885,0.885,0.885,0.885,0.885,0.885,0.885,0.5,0.4425,0.5,0.885,0.885,398.476936933437,1
0.91,0.87,0.875,0.90625,0.875,0.91,0.892156862745098,0.5,0.455,0.52,0.89,0.89,394.165977294543,1
0.93,0.945,0.944162436548223,0.931034482758621,0.944162436548223,0.93,0.937027707808564,0.5,0.465,0.4925,0.9375,0.9375,316.103594208957,1
0.92,0.905,0.906403940886699,0.918781725888325,0.9064039408867,0.92,0.913151364764268,0.5,0.46,0.5075,0.9125,0.9125,360.914569624763,1
0.925,0.93,0.92964824120603,0.925373134328358,0.92964824120603,0.925,0.927318295739348,0.5,0.4625,0.4975,0.9275,0.9275,362.728697921811,1
0.85,0.84,0.841584158415842,0.848484848484849,0.841584158415842,0.85,0.845771144278607,0.5,0.425,0.505,0.845,0.845,454.094152889525,1
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.5,0.455,0.5,0.91,0.91,397.463321132569,1
0.93,0.925,0.925373134328358,0.92964824120603,0.925373134328358,0.93,0.927680798004987,0.5,0.465,0.5025,0.9275,0.9275,339.844015512422,1
0.93,0.9,0.902912621359223,0.927835051546392,0.902912621359223,0.93,0.916256157635468,0.5,0.465,0.515,0.915,0.915,350.371956397405,1
0.91,0.935,0.933333333333333,0.91219512195122,0.933333333333333,0.91,0.921518987341772,0.5,0.455,0.4875,0.9225,0.9225,346.030834120742,1
0.895,0.875,0.877450980392157,0.892857142857143,0.877450980392157,0.895,0.886138613861386,0.5,0.4475,0.51,0.885,0.885,415.891293726231,1
0.9,0.925,0.923076923076923,0.902439024390244,0.923076923076923,0.9,0.911392405063291,0.5,0.45,0.4875,0.9125,0.9125,363.16425986531,1
0.9,0.885,0.886699507389162,0.898477157360406,0.886699507389163,0.9,0.893300248138958,0.5,0.45,0.5075,0.8925,0.8925,412.569214118666,1
0.905,0.91,0.909547738693467,0.90547263681592,0.909547738693467,0.905,0.907268170426065,0.5,0.4525,0.4975,0.9075,0.9075,373.391929317914,1
0.945,0.935,0.935643564356436,0.944444444444444,0.935643564356436,0.945,0.940298507462687,0.5,0.4725,0.505,0.94,0.94,326.746916876864,1
0.925,0.88,0.885167464114833,0.921465968586388,0.885167464114832,0.925,0.904645476772616,0.5,0.4625,0.5225,0.9025,0.9025,374.467293835885,1
0.885,0.9,0.898477157360406,0.886699507389162,0.898477157360406,0.885,0.891687657430731,0.5,0.4425,0.4925,0.8925,0.8925,388.476003095348,1
0.915,0.91,0.91044776119403,0.914572864321608,0.91044776119403,0.915,0.912718204488778,0.5,0.4575,0.5025,0.9125,0.9125,377.899510954283,1
0.91,0.835,0.846511627906977,0.902702702702703,0.846511627906977,0.91,0.87710843373494,0.5,0.455,0.5375,0.8725,0.8725,441.254375583695,1
0.94,0.925,0.926108374384237,0.939086294416244,0.926108374384236,0.94,0.933002481389578,0.5,0.47,0.5075,0.9325,0.9325,319.580097624716,1
0.9,0.915,0.913705583756345,0.901477832512315,0.913705583756345,0.9,0.906801007556675,0.5,0.45,0.4925,0.9075,0.9075,2851.23035079467,0
1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,184.000000254481,0
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,370.93810423418,1
0.935,0.89,0.894736842105263,0.931937172774869,0.894736842105263,0.935,0.914425427872861,0.5,0.4675,0.5225,0.9125,0.9125,399.838345350253,1
0.945,0.94,0.940298507462687,0.944723618090452,0.940298507462687,0.945,0.942643391521197,0.5,0.4725,0.5025,0.9425,0.9425,300.065596360274,1
0.89,0.855,0.859903381642512,0.886010362694301,0.859903381642512,0.89,0.874692874692875,0.5,0.445,0.5175,0.8725,0.8725,433.311802026304,1
0.905,0.89,0.891625615763547,0.903553299492386,0.891625615763547,0.905,0.898263027295285,0.5,0.4525,0.5075,0.8975,0.8975,390.831535555391,1
0.92,0.88,0.884615384615385,0.916666666666667,0.884615384615385,0.92,0.901960784313726,0.5,0.46,0.52,0.9,0.9,409.702196701732,1
0.895,0.89,0.890547263681592,0.894472361809045,0.890547263681592,0.895,0.892768079800499,0.5,0.4475,0.5025,0.8925,0.8925,456.035102247372,1
0.935,0.93,0.930348258706468,0.934673366834171,0.930348258706468,0.935,0.932668329177057,0.5,0.4675,0.5025,0.9325,0.9325,354.419307359886,1
0.915,0.89,0.892682926829268,0.912820512820513,0.892682926829268,0.915,0.903703703703704,0.5,0.4575,0.5125,0.9025,0.9025,370.00784059248,1
0.94,0.92,0.92156862745098,0.938775510204082,0.92156862745098,0.94,0.930693069306931,0.5,0.47,0.51,0.93,0.93,337.597782951545,1
0.92,0.915,0.915422885572139,0.919597989949749,0.915422885572139,0.92,0.917705735660848,0.5,0.46,0.5025,0.9175,0.9175,372.708708829905,1
0.9,0.91,0.909090909090909,0.900990099009901,0.909090909090909,0.9,0.904522613065327,0.5,0.45,0.495,0.905,0.905,380.558548778793,1
0.915,0.935,0.933673469387755,0.916666666666667,0.933673469387755,0.915,0.924242424242424,0.5,0.4575,0.49,0.925,0.925,335.287124021487,1
0.89,0.92,0.917525773195876,0.893203883495146,0.917525773195876,0.89,0.903553299492386,0.5,0.445,0.485,0.905,0.905,398.529067244865,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,369.292866530769,1
0.895,0.905,0.904040404040404,0.896039603960396,0.904040404040404,0.895,0.899497487437186,0.5,0.4475,0.495,0.9,0.9,406.324333004905,1
0.955,0.925,0.927184466019418,0.95360824742268,0.927184466019418,0.955,0.940886699507389,0.5,0.4775,0.515,0.94,0.94,339.040957739541,1
0.91,0.905,0.90547263681592,0.909547738693467,0.90547263681592,0.91,0.907730673316708,0.5,0.455,0.5025,0.9075,0.9075,357.980028003049,1
0.91,0.93,0.928571428571429,0.911764705882353,0.928571428571429,0.91,0.919191919191919,0.5,0.455,0.49,0.92,0.92,365.095497040759,1
0.935,0.925,0.925742574257426,0.934343434343434,0.925742574257426,0.935,0.930348258706468,0.5,0.4675,0.505,0.93,0.93,349.609224726303,1
0.915,0.865,0.871428571428571,0.910526315789474,0.871428571428571,0.915,0.892682926829268,0.5,0.4575,0.525,0.89,0.89,404.514898756553,1
0.905,0.94,0.937823834196891,0.908212560386473,0.937823834196891,0.905,0.921119592875318,0.5,0.4525,0.4825,0.9225,0.9225,356.883280854029,1
0.91,0.87,0.875,0.90625,0.875,0.91,0.892156862745098,0.5,0.455,0.52,0.89,0.89,427.861310596736,1
0.98,0.97,0.97029702970297,0.97979797979798,0.97029702970297,0.98,0.975124378109453,0.5,0.49,0.505,0.975,0.975,275.349812893531,1
0.935,0.94,0.939698492462312,0.935323383084577,0.939698492462312,0.935,0.93734335839599,0.5,0.4675,0.4975,0.9375,0.9375,341.324621312067,1
0.89,0.88,0.881188118811881,0.888888888888889,0.881188118811881,0.89,0.885572139303483,0.5,0.445,0.505,0.885,0.885,411.426877999659,1
0.89,0.86,0.864077669902913,0.88659793814433,0.864077669902913,0.89,0.876847290640394,0.5,0.445,0.515,0.875,0.875,437.362458001032,1
0.885,0.875,0.876237623762376,0.883838383838384,0.876237623762376,0.885,0.880597014925373,0.5,0.4425,0.505,0.88,0.88,397.110058521569,1
0.925,0.95,0.948717948717949,0.926829268292683,0.948717948717949,0.925,0.936708860759494,0.5,0.4625,0.4875,0.9375,0.9375,338.206487633506,1
0.91,0.87,0.875,0.90625,0.875,0.91,0.892156862745098,0.5,0.455,0.52,0.89,0.89,406.930105824626,1
0.89,0.865,0.868292682926829,0.887179487179487,0.868292682926829,0.89,0.879012345679012,0.5,0.445,0.5125,0.8775,0.8775,431.20648977009,1
0.85,0.91,0.904255319148936,0.858490566037736,0.904255319148936,0.85,0.876288659793814,0.5,0.425,0.47,0.88,0.88,3644.19072535525,0
0.92,0.945,0.943589743589744,0.921951219512195,0.943589743589744,0.92,0.931645569620253,0.5,0.46,0.4875,0.9325,0.9325,318.16101009848,1
0.89,0.9,0.898989898989899,0.891089108910891,0.898989898989899,0.89,0.894472361809045,0.5,0.445,0.495,0.895,0.895,3211.66688468584,1
0.91,0.86,0.866666666666667,0.905263157894737,0.866666666666667,0.91,0.88780487804878,0.5,0.455,0.525,0.885,0.885,3500.01611179878,0
0.86,0.885,0.882051282051282,0.863414634146342,0.882051282051282,0.86,0.870886075949367,0.5,0.43,0.4875,0.8725,0.8725,424.398987782702,1
0.94,0.935,0.935323383084577,0.939698492462312,0.935323383084577,0.94,0.937655860349127,0.5,0.47,0.5025,0.9375,0.9375,324.986923297515,1
0.915,0.925,0.924242424242424,0.915841584158416,0.924242424242424,0.915,0.919597989949749,0.5,0.4575,0.495,0.92,0.92,356.838118894091,1
0.94,0.885,0.890995260663507,0.936507936507936,0.890995260663507,0.94,0.914841849148419,0.5,0.47,0.5275,0.9125,0.9125,375.882397746513,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,390.886034499101,1
0.93,0.88,0.885714285714286,0.926315789473684,0.885714285714286,0.93,0.907317073170732,0.5,0.465,0.525,0.905,0.905,403.847971289603,1
0.875,0.87,0.870646766169154,0.874371859296482,0.870646766169154,0.875,0.872817955112219,0.5,0.4375,0.5025,0.8725,0.8725,395.637567549441,1
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.5,0.4625,0.5,0.925,0.925,362.533672079001,1
0.895,0.89,0.890547263681592,0.894472361809045,0.890547263681592,0.895,0.892768079800499,0.5,0.4475,0.5025,0.8925,0.8925,399.665021021277,1
0.89,0.885,0.885572139303483,0.889447236180904,0.885572139303483,0.89,0.887780548628429,0.5,0.445,0.5025,0.8875,0.8875,405.596121061365,1
0.915,0.895,0.897058823529412,0.913265306122449,0.897058823529412,0.915,0.905940594059406,0.5,0.4575,0.51,0.905,0.905,384.744086249238,1
0.945,0.925,0.926470588235294,0.943877551020408,0.926470588235294,0.945,0.935643564356436,0.5,0.4725,0.51,0.935,0.935,353.163518661855,1
0.96,0.945,0.945812807881773,0.959390862944162,0.945812807881773,0.96,0.952853598014888,0.5,0.48,0.5075,0.9525,0.9525,313.011116283839,1
0.9,0.895,0.895522388059702,0.899497487437186,0.895522388059702,0.9,0.897755610972569,0.5,0.45,0.5025,0.8975,0.8975,371.203580806875,1
0.94,0.925,0.926108374384237,0.939086294416244,0.926108374384236,0.94,0.933002481389578,0.5,0.47,0.5075,0.9325,0.9325,336.485099286738,1
0.935,0.925,0.925742574257426,0.934343434343434,0.925742574257426,0.935,0.930348258706468,0.5,0.4675,0.505,0.93,0.93,355.512344138737,1
0.955,0.935,0.936274509803921,0.954081632653061,0.936274509803922,0.955,0.945544554455446,0.5,0.4775,0.51,0.945,0.945,338.184337337155,1
0.925,0.89,0.893719806763285,0.922279792746114,0.893719806763285,0.925,0.909090909090909,0.5,0.4625,0.5175,0.9075,0.9075,375.724254573892,1
0.915,0.875,0.879807692307692,0.911458333333333,0.879807692307692,0.915,0.897058823529412,0.5,0.4575,0.52,0.895,0.895,419.404594796533,1
0.865,0.87,0.869346733668342,0.865671641791045,0.869346733668342,0.865,0.867167919799499,0.5,0.4325,0.4975,0.8675,0.8675,444.236920170288,1
0.895,0.9,0.899497487437186,0.895522388059702,0.899497487437186,0.895,0.897243107769424,0.5,0.4475,0.4975,0.8975,0.8975,372.845209184372,1
0.93,0.915,0.916256157635468,0.928934010152284,0.916256157635468,0.93,0.923076923076923,0.5,0.465,0.5075,0.9225,0.9225,367.753439887033,1
0.925,0.905,0.906862745098039,0.923469387755102,0.906862745098039,0.925,0.915841584158416,0.5,0.4625,0.51,0.915,0.915,361.475742355187,1
0.91,0.87,0.875,0.90625,0.875,0.91,0.892156862745098,0.5,0.455,0.52,0.89,0.89,426.352837003199,1
0.91,0.9,0.900990099009901,0.909090909090909,0.900990099009901,0.91,0.90547263681592,0.5,0.455,0.505,0.905,0.905,405.853238536375,1
0.91,0.925,0.923857868020305,0.911330049261084,0.923857868020305,0.91,0.916876574307305,0.5,0.455,0.4925,0.9175,0.9175,373.386251037109,1
0.92,0.905,0.906403940886699,0.918781725888325,0.9064039408867,0.92,0.913151364764268,0.5,0.46,0.5075,0.9125,0.9125,383.325775895574,1
0.925,0.935,0.934343434343434,0.925742574257426,0.934343434343434,0.925,0.92964824120603,0.5,0.4625,0.495,0.93,0.93,353.542940330647,1
0.955,0.94,0.940886699507389,0.954314720812183,0.940886699507389,0.955,0.947890818858561,0.5,0.4775,0.5075,0.9475,0.9475,337.265461966138,1
0.945,0.95,0.949748743718593,0.945273631840796,0.949748743718593,0.945,0.947368421052632,0.5,0.4725,0.4975,0.9475,0.9475,328.817451623443,1
0.91,0.89,0.892156862745098,0.908163265306122,0.892156862745098,0.91,0.900990099009901,0.5,0.455,0.51,0.9,0.9,393.053479258832,1
0.92,0.89,0.893203883495146,0.917525773195876,0.893203883495146,0.92,0.9064039408867,0.5,0.46,0.515,0.905,0.905,360.6804953772,1
0.89,0.895,0.894472361809045,0.890547263681592,0.894472361809045,0.89,0.892230576441103,0.5,0.445,0.4975,0.8925,0.8925,385.304849213884,1
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.5,0.4475,0.5,0.895,0.895,392.729491986573,1
0.9,0.895,0.895522388059702,0.899497487437186,0.895522388059702,0.9,0.897755610972569,0.5,0.45,0.5025,0.8975,0.8975,401.100643200017,1
0.915,0.88,0.884057971014493,0.911917098445596,0.884057971014493,0.915,0.899262899262899,0.5,0.4575,0.5175,0.8975,0.8975,399.207241711476,1
0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.5,0.465,0.5,0.93,0.93,338.659465516805,1
0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.5,0.445,0.5,0.89,0.89,378.206693062416,1
0.89,0.88,0.881188118811881,0.888888888888889,0.881188118811881,0.89,0.885572139303483,0.5,0.445,0.505,0.885,0.885,415.946489327445,1
0.89,0.915,0.912820512820513,0.892682926829268,0.912820512820513,0.89,0.90126582278481,0.5,0.445,0.4875,0.9025,0.9025,389.891908410694,1
0.915,0.87,0.875598086124402,0.910994764397906,0.875598086124402,0.915,0.894865525672372,0.5,0.4575,0.5225,0.8925,0.8925,384.852526830582,1
0.89,0.87,0.872549019607843,0.887755102040816,0.872549019607843,0.89,0.881188118811881,0.5,0.445,0.51,0.88,0.88,407.392282598594,1
0.975,0.97,0.970149253731343,0.974874371859296,0.970149253731343,0.975,0.972568578553616,0.5,0.4875,0.5025,0.9725,0.9725,283.072334090688,1
0.88,0.895,0.893401015228426,0.881773399014778,0.893401015228426,0.88,0.886649874055416,0.5,0.44,0.4925,0.8875,0.8875,411.144116238017,1
0.92,0.905,0.906403940886699,0.918781725888325,0.9064039408867,0.92,0.913151364764268,0.5,0.46,0.5075,0.9125,0.9125,370.441598397307,1
0.92,0.91,0.910891089108911,0.919191919191919,0.910891089108911,0.92,0.915422885572139,0.5,0.46,0.505,0.915,0.915,374.810834993758,1
0.96,0.94,0.941176470588235,0.959183673469388,0.941176470588235,0.96,0.95049504950495,0.5,0.48,0.51,0.95,0.95,350.763583822548,1
0.92,0.9,0.901960784313726,0.918367346938776,0.901960784313726,0.92,0.910891089108911,0.5,0.46,0.51,0.91,0.91,368.384443908634,1
0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.5,0.4525,0.5,0.905,0.905,379.046497912123,1
0.875,0.9,0.897435897435897,0.878048780487805,0.897435897435897,0.875,0.886075949367089,0.5,0.4375,0.4875,0.8875,0.8875,390.281188166017,1
0.91,0.905,0.90547263681592,0.909547738693467,0.90547263681592,0.91,0.907730673316708,0.5,0.455,0.5025,0.9075,0.9075,363.316228210505,1
0.91,0.925,0.923857868020305,0.911330049261084,0.923857868020305,0.91,0.916876574307305,0.5,0.455,0.4925,0.9175,0.9175,372.833071260732,1
0.905,0.9,0.900497512437811,0.904522613065327,0.900497512437811,0.905,0.902743142144638,0.5,0.4525,0.5025,0.9025,0.9025,404.877039147897,1
0.945,0.94,0.940298507462687,0.944723618090452,0.940298507462687,0.945,0.942643391521197,0.5,0.4725,0.5025,0.9425,0.9425,318.454256748005,1
0.91,0.935,0.933333333333333,0.91219512195122,0.933333333333333,0.91,0.921518987341772,0.5,0.455,0.4875,0.9225,0.9225,373.225806891299,1
0.935,0.92,0.921182266009852,0.934010152284264,0.921182266009852,0.935,0.928039702233251,0.5,0.4675,0.5075,0.9275,0.9275,357.489784228653,1
0.875,0.895,0.892857142857143,0.877450980392157,0.892857142857143,0.875,0.883838383838384,0.5,0.4375,0.49,0.885,0.885,395.744477151278,1
0.92,0.885,0.888888888888889,0.917098445595855,0.888888888888889,0.92,0.904176904176904,0.5,0.46,0.5175,0.9025,0.9025,396.058211951359,1
0.925,0.92,0.920398009950249,0.924623115577889,0.920398009950249,0.925,0.922693266832918,0.5,0.4625,0.5025,0.9225,0.9225,373.659725133144,1
0.93,0.895,0.898550724637681,0.927461139896373,0.898550724637681,0.93,0.914004914004914,0.5,0.465,0.5175,0.9125,0.9125,371.497935965502,1
0.945,0.95,0.949748743718593,0.945273631840796,0.949748743718593,0.945,0.947368421052632,0.5,0.4725,0.4975,0.9475,0.9475,315.702796534805,1
0.945,0.91,0.91304347826087,0.94300518134715,0.91304347826087,0.945,0.928746928746929,0.5,0.4725,0.5175,0.9275,0.9275,341.142802535638,1
0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.5,0.435,0.5,0.87,0.87,3932.53995246818,0
0.93,0.94,0.939393939393939,0.930693069306931,0.939393939393939,0.93,0.934673366834171,0.5,0.465,0.495,0.935,0.935,366.857897946311,1
0.93,0.905,0.907317073170732,0.928205128205128,0.907317073170732,0.93,0.918518518518519,0.5,0.465,0.5125,0.9175,0.9175,367.813782491867,1
0.935,0.905,0.907766990291262,0.93298969072165,0.907766990291262,0.935,0.921182266009852,0.5,0.4675,0.515,0.92,0.92,344.521050113194,1
0.955,0.905,0.90952380952381,0.952631578947368,0.90952380952381,0.955,0.931707317073171,0.5,0.4775,0.525,0.93,0.93,351.380449873773,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,377.709175262221,1
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.5,0.4625,0.5,0.925,0.925,362.795895993156,1
0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.5,0.4475,0.5,0.895,0.895,357.567846621886,1
0.955,0.92,0.922705314009662,0.953367875647668,0.922705314009662,0.955,0.938574938574939,0.5,0.4775,0.5175,0.9375,0.9375,352.564698551485,1
0.885,0.875,0.876237623762376,0.883838383838384,0.876237623762376,0.885,0.880597014925373,0.5,0.4425,0.505,0.88,0.88,421.109017239318,1
0.88,0.9,0.897959183673469,0.882352941176471,0.897959183673469,0.88,0.888888888888889,0.5,0.44,0.49,0.89,0.89,402.237087695803,1
0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.5,0.455,0.5,0.91,0.91,393.174883796841,1
0.925,0.915,0.915841584158416,0.924242424242424,0.915841584158416,0.925,0.920398009950249,0.5,0.4625,0.505,0.92,0.92,352.765199957641,1
0.865,0.9,0.896373056994819,0.869565217391304,0.896373056994819,0.865,0.880407124681934,0.5,0.4325,0.4825,0.8825,0.8825,410.847763483611,1
0.91,0.885,0.887804878048781,0.907692307692308,0.88780487804878,0.91,0.898765432098765,0.5,0.455,0.5125,0.8975,0.8975,389.652160182603,1
0.995,0.99,0.990049751243781,0.994974874371859,0.990049751243781,0.995,0.992518703241895,0.5,0.4975,0.5025,0.9925,0.9925,272.648951078797,1
0.925,0.94,0.939086294416244,0.926108374384237,0.939086294416244,0.925,0.931989924433249,0.5,0.4625,0.4925,0.9325,0.9325,331.227693943138,1
0.95,0.925,0.926829268292683,0.948717948717949,0.926829268292683,0.95,0.938271604938272,0.5,0.475,0.5125,0.9375,0.9375,346.163562493,1
0.91,0.88,0.883495145631068,0.907216494845361,0.883495145631068,0.91,0.896551724137931,0.5,0.455,0.515,0.895,0.895,368.425892294503,1
0.93,0.875,0.881516587677725,0.925925925925926,0.881516587677725,0.93,0.905109489051095,0.5,0.465,0.5275,0.9025,0.9025,398.332523047719,1
0.935,0.92,0.921182266009852,0.934010152284264,0.921182266009852,0.935,0.928039702233251,0.5,0.4675,0.5075,0.9275,0.9275,365.679844826881,1
0.905,0.9,0.900497512437811,0.904522613065327,0.900497512437811,0.905,0.902743142144638,0.5,0.4525,0.5025,0.9025,0.9025,385.216925607225,1
0.91,0.88,0.883495145631068,0.907216494845361,0.883495145631068,0.91,0.896551724137931,0.5,0.455,0.515,0.895,0.895,380.590503898772,1
0.925,0.925,0.925,0.925,0.925,0.925,0.925,0.5,0.4625,0.5,0.925,0.925,355.777745823443,1
0.885,0.89,0.889447236180904,0.885572139303483,0.889447236180904,0.885,0.887218045112782,0.5,0.4425,0.4975,0.8875,0.8875,426.895473129816,1
0.86,0.87,0.868686868686869,0.861386138613861,0.868686868686869,0.86,0.864321608040201,0.5,0.43,0.495,0.865,0.865,410.886312809609,1
0.96,0.95,0.95049504950495,0.95959595959596,0.95049504950495,0.96,0.955223880597015,0.5,0.48,0.505,0.955,0.955,332.24875469064,1
0.9,0.91,0.909090909090909,0.900990099009901,0.909090909090909,0.9,0.904522613065327,0.5,0.45,0.495,0.905,0.905,369.279653985152,1
1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,184.000000263397,0
0.86,0.885,0.882051282051282,0.863414634146342,0.882051282051282,0.86,0.870886075949367,0.5,0.43,0.4875,0.8725,0.8725,428.839819771212,1
0.93,0.915,0.916256157635468,0.928934010152284,0.916256157635468,0.93,0.923076923076923,0.5,0.465,0.5075,0.9225,0.9225,357.919595533599,1
0.905,0.905,0.905,0.905,0.905,0.905,0.905,0.5,0.4525,0.5,0.905,0.905,380.065188753279,1
0.92,0.885,0.888888888888889,0.917098445595855,0.888888888888889,0.92,0.904176904176904,0.5,0.46,0.5175,0.9025,0.9025,387.729072927725,1
0.93,0.91,0.911764705882353,0.928571428571429,0.911764705882353,0.93,0.920792079207921,0.5,0.465,0.51,0.92,0.92,382.162221869885,1
0.915,0.925,0.924242424242424,0.915841584158416,0.924242424242424,0.915,0.919597989949749,0.5,0.4575,0.495,0.92,0.92,364.285465461115,1
